app_num,main_IPC,IPC,pub_date,pub_num,app_date,priority,Int_filing,Int_pub,entry_date,initial_app_num,tech_div,IPCcount,SingleIPC,IPCcount_unique,total_applicant,collaboration_applicant,type1_company,type2_university,type3_individual,total_inventers,collaboration_inventer,if_agency,total_agents,app_year,total_claims,paid_claims,patent_status_n,nation_province_code_2,Chinese,priority_d,divisional_app,substantive_review,app_withdraw,reject,recover,decision_made,grant,waive,terminate,pub_date_c,grant_c,reject_c,subrev_withdraw_dur,app_withdraw_c,pub_grant_dur,pub_reject_dur,substantive_review_c,event,event_date,start_end_dur,age_at_subreview,age_at_event
CN00123043.3,A61K35/78,A61K35/78;A61P1/14,2002.05.08,CN1347708A,2000-10-08,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,2,0,2,21,1,0,0,2001-03-14,NA,NA,NA,NA,2003-10-15,NA,2007-12-05,2002-05-08,2003-10-15,NA,NA,NA,17.26027397,NA,2001-03-14,3,2003-10-15,31.06849315,5.161643836,36.23013699
CN00806576.4,A61K7/48,A61K7/48,2002.05.08,CN1348357A,2000-04-20,1999.04.23 US 60/130804;2000.01.24 US 09/491898,PCT/US00/11090 2000.04.20,WO00/64408 英 2000.11.02,2001.10.22,0,0,1,1,1,1,0,1,0,0,4,1,1,2,2000,55,1,2,US,0,1,0,2002-04-24,NA,NA,NA,NA,2005-10-12,NA,2008-06-18,2002-05-08,2005-10-12,NA,NA,NA,41.19452055,NA,2002-04-24,3,2005-10-12,41.65479452,24.13150685,65.78630137
CN01121639.5,A01N47/36,A01N47/36,2002.03.06,CN1338207A,1996-09-12,1995.09.20 DE 19534910.5,NA,NA,NA,CN96197808.2,0,1,1,1,1,0,1,0,0,11,1,1,1,1996,11,1,2,DE,0,1,1,2002-01-16,NA,2005-02-23,NA,NA,NA,NA,NA,2002-03-06,NA,2005-02-23,NA,NA,NA,35.67123288,2002-01-16,2,2005-02-23,37.28219178,64.17534247,101.4575342
CN00123056.5,A23G3/30,A23G3/30,2002.05.08,CN1347655A,2000-10-09,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,1,0,2,21,1,0,0,2001-03-07,NA,NA,NA,NA,2003-07-16,NA,2007-12-05,2002-05-08,2003-07-16,NA,NA,NA,14.26849315,NA,2001-03-07,3,2003-07-16,28.30684932,4.898630137,33.20547945
CN01134283.8,A61K31/7034,A61K31/7034;A61P9/10,2002.05.08,CN1347698A,2001-10-30,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,1,0,1,1,2001,11,1,2,11,1,0,0,2002-04-17,2004-06-16,NA,NA,NA,NA,NA,NA,2002-05-08,NA,NA,26.00547945,2004-06-16,NA,NA,2002-04-17,1,2004-06-16,26.00547945,5.556164384,31.56164384
CN01134066.5,A23L2/38,A23L2/38;A23F3/14;A61K35/78;A61P3/04,2002.05.08,CN1347668A,2001-10-22,NA,NA,NA,NA,0,0.75,4,0,4,1,0,0,0,1,1,0,0,0,2001,3,0,2,32,1,0,0,2002-03-06,NA,NA,NA,NA,2004-09-22,NA,2007-12-19,2002-05-08,2004-09-22,NA,NA,NA,28.5369863,NA,2002-03-06,3,2004-09-22,30.60821918,4.438356164,35.04657534
CN00803261.0,A61K31/445,A61K31/445;A61K31/155;A61K31/192;A61K31/216;A61K47/30;A61K47/38;A61K9/32;A61K9/36;A61K9/58;A61K9/62;//C07D211/62,2002.03.06,CN1338935A,2000-01-25,1999.01.28 JP 19815/99,PCT/JP00/00353 2000.01.25,WO00/44380 日 2000.08.03,2001.07.30,0,0,10,0,1,1,0,1,0,0,8,1,1,2,2000,6,0,2,JP,0,1,0,2002-02-27,NA,NA,NA,NA,2004-06-09,NA,2009-03-25,2002-03-06,2004-06-09,NA,NA,NA,27.15616438,NA,2002-02-27,3,2004-06-09,27.38630137,25.11780822,52.50410959
CN01120905.4,A61K9/20,A61K9/20,2002.05.08,CN1347692A,2001-06-08,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,3,0,2,36,1,0,0,2002-03-13,2004-09-22,NA,NA,NA,NA,NA,NA,2002-05-08,NA,NA,30.37808219,2004-09-22,NA,NA,2002-03-13,1,2004-09-22,30.37808219,9.139726027,39.51780822
CN01124252.3,A61M1/00,A61M1/00;A61M27/00;A61M31/00,2002.05.08,CN1347738A,2001-08-17,2000.08.17 KR 2000-47553,NA,NA,NA,0,0,3,0,1,1,0,1,0,0,1,0,1,1,2001,13,1,2,KR,0,1,0,2002-03-06,NA,NA,NA,NA,2005-04-06,NA,2013-10-16,2002-05-08,2005-04-06,NA,NA,NA,34.98082192,NA,2002-03-06,3,2005-04-06,37.05205479,6.608219178,43.66027397
CN02116971.3,A23L2/38,A23L2/38;A61K35/78;A61P11/04,2002.11.06,CN1377610A,2002-04-28,NA,NA,NA,NA,0,0.666666667,3,0,3,1,0,0,0,1,1,0,0,0,2002,3,0,2,34,1,0,0,2005-07-20,2006-12-27,NA,NA,NA,NA,NA,NA,2002-11-06,NA,NA,17.26027397,2006-12-27,NA,NA,2005-07-20,1,2006-12-27,17.26027397,38.76164384,56.02191781
CN02113575.4,A61K35/78,A61K35/78;A61P31/00,2002.10.30,CN1376501A,2002-04-05,NA,NA,NA,NA,0,0.5,2,0,2,4,1,0,0,1,4,1,1,1,2002,1,0,2,52,1,0,0,2003-01-22,NA,NA,NA,NA,2005-02-16,NA,2012-06-13,2002-10-30,2005-02-16,NA,NA,NA,27.61643836,NA,2003-01-22,3,2005-02-16,24.85479452,9.6,34.45479452
CN02113598.3,A61K35/78,A61K35/78;A61P29/00;A61P19/00;A61P1/10,2002.11.06,CN1377693A,2002-04-12,NA,NA,NA,NA,0,0.375,4,0,2,1,0,0,0,1,1,0,1,1,2002,4,0,2,51,1,0,0,2004-09-15,NA,NA,NA,NA,2005-10-12,NA,2009-06-10,2002-11-06,2005-10-12,NA,NA,NA,35.2109589,NA,2004-09-15,3,2005-10-12,12.88767123,29.16164384,42.04931507
CN02118232.9,A61K31/5383,A61K31/5383;A61K31/496;A61P31/04,2002.11.20,CN1380062A,2002-05-05,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,2,1,0,0,2002,10,0,2,36,1,0,0,2002-10-09,NA,NA,NA,NA,2004-12-29,NA,2012-07-11,2002-11-20,2004-12-29,NA,NA,NA,25.31506849,NA,2002-10-09,3,2004-12-29,26.69589041,5.161643836,31.85753425
CN01111076.7,A61G7/02,A61G7/02,2002.10.30,CN1376455A,2001-03-24,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,1,0,2,23,1,0,0,2002-08-14,2004-07-28,NA,NA,NA,NA,NA,NA,2002-10-30,NA,NA,23.4739726,2004-07-28,NA,NA,2002-08-14,1,2004-07-28,23.4739726,16.70136986,40.17534247
CN02109388.1,A61K35/78,A61K35/78;A61P11/00,2002.10.30,CN1376494A,2002-04-04,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,1,0,1,1,2002,1,0,2,21,1,0,0,2002-07-31,NA,2005-06-15,NA,NA,NA,NA,NA,2002-10-30,NA,2005-06-15,NA,NA,NA,31.52876712,2002-07-31,2,2005-06-15,34.52054795,3.879452055,38.4
CN00815200.4,A61M25/06,A61M25/06,2002.12.25,CN1387448A,2000-10-16,1999.11.03 GB 9925890.7,PCT/GB00/03967 2000.10.16,WO01/32253 英 2001.05.10,2002.04.29,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,11,1,2,GB,0,1,0,2003-03-12,2004-11-17,NA,NA,NA,NA,NA,NA,2002-12-25,NA,NA,20.25205479,2004-11-17,NA,NA,2003-03-12,1,2004-11-17,20.25205479,28.83287671,49.08493151
CN01107955.X,A23L2/38,A23L2/38;A23L3/3571,2002.11.06,CN1377609A,2001-04-02,NA,NA,NA,NA,0,0,2,0,1,2,1,0,0,1,4,1,1,1,2001,7,0,2,37,1,0,0,2004-08-18,NA,NA,NA,NA,2005-09-28,NA,2007-05-30,2002-11-06,2005-09-28,NA,NA,NA,34.75068493,NA,2004-08-18,3,2005-09-28,13.34794521,40.56986301,53.91780822
CN02111120.0,A61L27/50,A61L27/50;A61F2/02,2002.10.30,CN1376521A,2002-03-21,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,2,1,1,1,2002,17,1,2,31,1,0,0,2003-07-16,NA,2006-10-04,NA,NA,NA,NA,NA,2002-10-30,NA,2006-10-04,NA,NA,NA,47.17808219,2003-07-16,2,2006-10-04,38.6630137,15.84657534,54.50958904
CN02116947.0,A62D1/06,A62D1/06,2002.10.30,CN1376527A,2002-04-27,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2002,5,0,2,23,1,0,0,2003-04-23,NA,NA,NA,NA,2004-12-22,NA,2012-07-04,2002-10-30,2004-12-22,NA,NA,NA,25.77534247,NA,2003-04-23,3,2004-12-22,20.02191781,11.86849315,31.89041096
CN02114913.5,A61K31/4741,A61K31/4741;A61K9/19;A61P35/00,2002.10.30,CN1376468A,2002-03-01,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,1,0,0,6,1,1,1,2002,8,0,2,44,1,0,0,2002-07-31,2005-04-20,NA,NA,NA,NA,NA,NA,2002-10-30,NA,NA,32.67945205,2005-04-20,NA,NA,2002-07-31,1,2005-04-20,32.67945205,4.997260274,37.67671233
CN01106979.1,A23D9/00,A23D9/00,2002.11.06,CN1377587A,2001-04-02,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,3,0,2,43,1,0,0,2004-06-23,NA,NA,NA,NA,2005-10-26,NA,2009-06-03,2002-11-06,2005-10-26,NA,NA,NA,35.67123288,NA,2004-06-23,3,2005-10-26,16.10958904,38.72876712,54.83835616
CN02111386.6,A61K31/704,A61K31/704;A61P25/24,2002.11.06,CN1377649A,2002-04-16,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,5,1,1,1,2002,1,0,2,31,1,0,0,2002-08-07,NA,NA,NA,NA,2003-09-24,NA,2007-06-13,2002-11-06,2003-09-24,NA,NA,NA,10.58630137,NA,2002-08-07,3,2003-09-24,13.57808219,3.715068493,17.29315068
CN99815206.4,A61K31/7072,A61K31/7072;A61K31/7068;A61K31/7076;A61K31/7084;A61P15/02,2002.05.08,CN1348378A,1999-11-19,"1998.11.25 US 09/199,912",PCT/US99/27634 1999.11.19,WO00/30629 英 2000.06.02,2001.06.28,0,0.32,5,0,2,1,0,1,0,0,4,1,1,1,1999,10,0,2,US,0,1,0,2002-04-24,2004-09-22,NA,NA,NA,NA,NA,NA,2002-05-08,NA,NA,28.99726027,2004-09-22,NA,NA,2002-04-24,1,2004-09-22,28.99726027,29.16164384,58.15890411
CN02116930.6,A61L15/44,A61L15/44;A61J3/00,2002.11.06,CN1377709A,2002-04-26,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,4,1,0,0,2002,10,0,1,37,1,0,0,2002-08-07,NA,NA,NA,NA,2004-12-01,NA,NA,2002-11-06,2004-12-01,NA,NA,NA,24.85479452,NA,2002-08-07,3,2004-12-01,27.84657534,3.38630137,31.23287671
CN02109326.1,A61K35/78,A61K35/78;A61P17/10,2002.11.06,CN1377686A,2002-03-20,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2002,2,0,2,21,1,0,0,2002-08-07,NA,NA,NA,NA,2004-12-01,NA,2009-05-20,2002-11-06,2004-12-01,NA,NA,NA,24.85479452,NA,2002-08-07,3,2004-12-01,27.84657534,4.602739726,32.44931507
CN01107667.4,A61C17/02,A61C17/02;A61C17/32,2002.10.30,CN1376448A,2001-03-22,NA,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,1,0,1,1,2001,10,0,2,44,1,0,0,2003-05-28,NA,2005-02-23,NA,NA,NA,NA,NA,2002-10-30,NA,2005-02-23,NA,NA,NA,27.84657534,2003-05-28,2,2005-02-23,20.94246575,26.20273973,47.14520548
CN01106610.5,A47J27/04,A47J27/04,2002.11.20,CN1380035A,2001-04-09,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,7,0,2,42,1,0,0,2001-08-08,NA,NA,NA,NA,2004-03-17,NA,2012-06-27,2002-11-20,2004-03-17,NA,NA,NA,15.87945205,NA,2001-08-08,3,2004-03-17,31.29863014,3.978082192,35.27671233
CN02112910.X,A61K38/27,A61K38/27;A61K9/127;A61P43/00,2002.11.20,CN1380097A,2002-04-18,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,1,0,8,1,1,1,2002,2,0,2,32,1,0,0,2002-08-21,NA,NA,NA,NA,2004-08-04,NA,2006-06-21,2002-11-20,2004-08-04,NA,NA,NA,20.48219178,NA,2002-08-21,3,2004-08-04,23.4739726,4.109589041,27.58356164
CN01105945.1,A61K31/216,A61K31/216;A61K35/70;A61P43/00;A61P3/06,2002.11.20,CN1380058A,2001-04-10,NA,NA,NA,NA,0,0.5,4,0,2,1,0,0,1,0,5,1,1,1,2001,4,0,2,31,1,0,0,2001-09-26,2004-08-11,NA,NA,NA,NA,NA,NA,2002-11-20,NA,NA,34.52054795,2004-08-11,NA,NA,2001-09-26,1,2004-08-11,34.52054795,5.556164384,40.07671233
CN02117066.5,A61B5/04,A61B5/04;H04L12/28,2002.11.20,CN1380038A,2002-04-29,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,3,1,1,1,2002,2,0,2,12,1,0,0,2002-11-20,NA,NA,NA,NA,2004-08-11,NA,2008-06-25,2002-11-20,2004-08-11,NA,NA,NA,20.71232877,NA,2002-11-20,3,2004-08-11,20.71232877,6.739726027,27.45205479
CN02111332.7,A01N47/28,A01N47/28,2002.11.20,CN1379984A,2002-04-11,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2002,9,0,1,31,1,0,0,2002-08-21,NA,NA,NA,NA,2004-09-01,NA,NA,2002-11-20,2004-09-01,NA,NA,NA,21.40273973,NA,2002-08-21,3,2004-09-01,24.39452055,4.339726027,28.73424658
CN01126890.5,A61K48/00,A61K48/00;A61P35/00,2002.11.20,CN1380107A,2001-09-27,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,5,1,1,1,2001,3,0,2,31,1,0,0,2002-08-21,2004-08-11,NA,NA,NA,NA,NA,NA,2002-11-20,NA,NA,23.70410959,2004-08-11,NA,NA,2002-08-21,1,2004-08-11,23.70410959,10.78356164,34.48767123
CN02120544.2,A44C25/00,A44C25/00;C07H21/04;C12Q1/68,2002.12.25,CN1386455A,2002-05-28,NA,NA,NA,NA,0,0.666666667,3,0,3,2,1,0,0,1,3,1,1,1,2002,9,0,2,33,1,0,0,2002-10-02,NA,NA,NA,NA,2005-01-26,NA,2009-08-05,2002-12-25,2005-01-26,NA,NA,NA,25.08493151,NA,2002-10-02,3,2005-01-26,27.84657534,4.175342466,32.02191781
CN01110634.4,A61K41/00,A61K41/00;A61K35/72;C12N1/16;A61P37/02,2002.11.20,CN1380099A,2001-04-13,NA,NA,NA,NA,0,0.625,4,0,3,1,0,0,0,1,1,0,0,0,2001,10,0,2,11,1,0,0,2004-06-23,2005-11-30,NA,NA,NA,NA,NA,NA,2002-11-20,NA,NA,17.26027397,2005-11-30,NA,NA,2004-06-23,1,2005-11-30,17.26027397,38.36712329,55.62739726
CN01118918.5,A47H1/04,A47H1/04,2002.12.25,CN1386465A,2001-05-18,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,2,0,2,33,1,0,0,2002-07-03,NA,NA,NA,NA,2003-11-26,NA,2010-09-01,2002-12-25,2003-11-26,NA,NA,NA,11.04657534,NA,2002-07-03,3,2003-11-26,16.8,13.51232877,30.31232877
CN02117445.8,A61K35/78,A61K35/78;A61P17/02;A61P17/10,2002.12.25,CN1386536A,2002-05-16,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2002,4,0,2,11,1,0,0,2003-03-19,NA,NA,NA,NA,2004-10-27,NA,2008-07-16,2002-12-25,2004-10-27,NA,NA,NA,22.09315068,NA,2003-03-19,3,2004-10-27,19.33150685,10.09315068,29.42465753
CN02122383.1,A61K35/16,A61K35/16;A61P43/00;A23K1/18,2002.12.25,CN1386509A,2002-06-12,NA,NA,NA,NA,0,0.666666667,3,0,3,1,0,0,0,1,1,0,0,0,2002,1,0,2,43,1,0,0,2002-10-02,NA,NA,NA,NA,2004-06-30,NA,2008-08-20,2002-12-25,2004-06-30,NA,NA,NA,18.18082192,NA,2002-10-02,3,2004-06-30,20.94246575,3.682191781,24.62465753
CN01118222.9,A61K35/78,A61K35/78;A61P35/00,2002.12.25,CN1386524A,2001-05-23,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,9,0,2,43,1,0,0,2002-04-24,NA,NA,NA,NA,2004-03-10,NA,2009-07-22,2002-12-25,2004-03-10,NA,NA,NA,14.49863014,NA,2002-04-24,3,2004-03-10,22.55342466,11.04657534,33.6
CN02113137.6,A61K35/78,A61K35/78;A61P29/00,2002.12.25,CN1386532A,2002-06-07,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,2,1,1,1,2002,3,0,2,32,1,0,0,2002-10-02,NA,NA,NA,NA,2004-09-08,NA,2006-08-23,2002-12-25,2004-09-08,NA,NA,NA,20.48219178,NA,2002-10-02,3,2004-09-08,23.24383562,3.846575342,27.09041096
CN02110278.3,A23F3/34,A23F3/34;A23L2/38,2002.11.20,CN1379992A,2002-04-23,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,2,1,1,1,2002,5,0,2,37,1,0,0,2002-08-21,NA,NA,NA,NA,2004-03-10,NA,2007-06-20,2002-11-20,2004-03-10,NA,NA,NA,15.64931507,NA,2002-08-21,3,2004-03-10,18.64109589,3.945205479,22.58630137
CN00813759.5,A01K63/02,A01K63/02,2002.10.30,CN1377224A,2000-10-04,1999.10.04 NO 19994839,PCT/NO00/00326 2000.10.04,WO01/24623 英 2001.04.12,2002.04.01,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,5,0,2,NO,0,1,0,2002-10-09,NA,NA,NA,NA,2004-09-08,NA,2011-01-05,2002-10-30,2004-09-08,NA,NA,NA,22.32328767,NA,2002-10-09,3,2004-09-08,23.01369863,24.16438356,47.17808219
CN00813699.8,A61K9/00,A61K9/00;A61L27/24;A61L27/38;A61L27/44;A61L27/54;C07K14/61;A61K48/00,2002.10.30,CN1377257A,2000-10-04,"1999.10.05 US 09/413,715;2000.09.14 US 09/662,037",PCT/US00/27362 2000.10.04,WO01/24842 英 2001.04.12,2002.04.01,0,0.571428571,7,0,3,1,0,1,0,0,3,1,1,1,2000,113,1,2,US,0,1,0,2003-01-15,NA,NA,NA,NA,2005-08-17,NA,2011-03-23,2002-10-30,2005-08-17,NA,NA,NA,33.6,NA,2003-01-15,3,2005-08-17,31.06849315,27.38630137,58.45479452
CN00813874.5,A01K21/00,A01K21/00;A61D3/00;A61D19/02;A61D17/00,2002.10.30,CN1377223A,2000-10-03,"1999.10.04 CA 2,284,395",PCT/CA00/01128 2000.10.03,WO01/24620 英 2001.04.12,2002.04.04,0,0.375,4,0,2,1,0,1,0,0,1,0,1,1,2000,16,1,1,CA,0,1,0,2003-01-15,NA,NA,NA,NA,2004-09-29,NA,NA,2002-10-30,2004-09-29,NA,NA,NA,23.01369863,NA,2003-01-15,3,2004-09-29,20.48219178,27.41917808,47.90136986
CN00813851.6,A61F2/04,A61F2/04,2002.10.30,CN1377247A,2000-09-29,1999.10.04 JP 282561/99,PCT/JP00/06760 2000.09.29,WO01/24731 日 2001.04.12,2002.04.04,0,0,1,1,1,2,1,1,0,0,2,1,1,1,2000,3,0,2,JP,0,1,0,2002-10-09,NA,NA,NA,NA,2005-04-06,NA,2007-11-28,2002-10-30,2005-04-06,NA,NA,NA,29.22739726,NA,2002-10-09,3,2005-04-06,29.91780822,24.32876712,54.24657534
CN00813840.0,A61B8/12,A61B8/12,2002.10.30,CN1377245A,2000-07-27,"1999.08.04 US 09/368,175",PCT/US00/20393 2000.07.27,WO01/10304 英 2001.02.15,2002.04.03,0,0,1,1,1,1,0,1,0,0,1,0,1,2,2000,54,1,2,IL,0,1,0,2002-10-09,NA,NA,NA,NA,NA,2006-02-01,NA,2002-10-30,2005-12-01,NA,NA,NA,37.08493151,NA,2002-10-09,3,2005-12-01,37.77534247,26.43287671,64.20821918
CN00814123.1,A61K31/662,A61K31/662;A61P19/08,2002.11.06,CN1378454A,2000-10-17,"1999.10.18 US 60/160,019",PCT/US00/28713 2000.10.17,WO01/28567 英 2001.04.26,2002.04.11,0,0.5,2,0,2,1,0,1,0,0,1,0,1,2,2000,18,1,2,US,0,1,0,2003-01-22,2004-10-06,NA,NA,NA,NA,NA,NA,2002-11-06,NA,NA,20.48219178,2004-10-06,NA,NA,2003-01-22,1,2004-10-06,20.48219178,27.1890411,47.67123288
CN00813775.7,A23F5/40,A23F5/40;A23C9/152;A23C11/00;A23G1/00,2002.10.30,CN1377233A,2000-07-25,1999.08.03 EP 99115294.3,PCT/EP00/07134 2000.07.25,WO01/08504 英 2001.02.08,2002.04.01,0,0.625,4,0,3,1,0,1,0,0,4,1,1,1,2000,18,1,1,CH,0,1,0,2002-10-09,NA,NA,NA,NA,2008-03-12,NA,NA,2002-10-30,2008-03-12,NA,NA,NA,64.43835616,NA,2002-10-09,3,2008-03-12,65.12876712,26.49863014,91.62739726
CN00812414.0,A61F2/16,A61F2/16,2002.11.06,CN1378440A,2000-08-29,"1999.09.02 US 09/389,448",PCT/US00/23715 2000.08.29,WO01/15635 英 2001.03.08,2002.03.04,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2000,19,1,2,US,0,1,0,2002-10-16,2005-01-26,NA,NA,NA,NA,NA,NA,2002-11-06,NA,NA,27.38630137,2005-01-26,NA,NA,2002-10-16,1,2005-01-26,27.38630137,25.57808219,52.96438356
CN02101867.7,A61K31/57,"A61K31/57;A61P17/10;A61P17/16;//(A61K31/57,31:565)",2002.11.20,CN1380063A,2002-01-16,"2001.01.16 US 60/261,765;2001.08.16 US 60/312,961",NA,NA,NA,0,0.444444444,3,0,2,1,0,1,0,0,2,1,1,2,2002,12,1,2,US,0,1,0,2002-08-21,NA,NA,NA,NA,2004-11-10,NA,2006-03-15,2002-11-20,2004-11-10,NA,NA,NA,23.70410959,NA,2002-08-21,3,2004-11-10,26.69589041,7.134246575,33.83013699
CN00812613.5,A61K31/44,A61K31/44;A61K31/4427;A61K31/444;A61K31/4375;C07D213/36;C07D413/08;C07D417/08;C07D401/08,2002.10.30,CN1377269A,2000-09-07,"1999.09.07 US 60/152,780",PCT/US00/24514 2000.09.07,WO01/17959 英 2001.03.15,2002.03.07,0,0.5,8,0,2,1,0,1,0,0,3,1,1,2,2000,24,1,2,US,0,1,0,2002-10-09,NA,NA,NA,NA,2006-01-18,NA,2011-03-30,2002-10-30,2006-01-18,NA,NA,NA,38.6630137,NA,2002-10-09,3,2006-01-18,39.35342466,25.05205479,64.40547945
CN02120351.2,A61K31/44,A61K31/44;A61K31/395;A61K31/425;A61K31/40;A61K31/381;A61P25/22;A61P25/24,2002.12.25,CN1386504A,2002-05-23,"2001.05.23 US 60/293,063",NA,NA,NA,0,0.408163265,7,0,2,1,0,1,0,0,1,0,1,1,2002,10,0,2,US,0,1,0,2002-09-11,2005-12-28,NA,NA,NA,NA,NA,NA,2002-12-25,NA,NA,39.58356164,2005-12-28,NA,NA,2002-09-11,1,2005-12-28,39.58356164,3.649315068,43.23287671
CN01105823.4,A01N65/00,A01N65/00,2002.11.06,CN1377585A,2001-04-03,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2001,2,0,2,31,1,0,0,2003-09-24,NA,NA,NA,NA,2004-12-15,NA,2011-06-08,2002-11-06,2004-12-15,NA,NA,NA,25.31506849,NA,2003-09-24,3,2004-12-15,14.72876712,29.72054795,44.44931507
CN00815150.4,A61K31/19,A61K31/19;A61K31/44;A61K31/74,2002.12.25,CN1387433A,2000-10-26,"1999.10.29 US 60/162,477;1999.11.01 US 60/162,641;2000.02.02 US 60/179,817",PCT/US00/29453 2000.10.26,WO01/32165 英 2001.05.10,2002.04.29,0,0,3,0,1,2,1,1,0,0,3,1,1,2,2000,8,0,2,US,0,1,0,2003-03-12,2005-05-18,NA,NA,NA,NA,NA,NA,2002-12-25,NA,NA,26.23561644,2005-05-18,NA,NA,2003-03-12,1,2005-05-18,26.23561644,28.50410959,54.73972603
CN02120463.2,A61F13/15,A61F13/15,2002.12.25,CN1386483A,2002-05-22,"2001.05.23 US 09/863,529;2001.09.25 US 09/962,425",NA,NA,NA,0,0,1,1,1,1,0,1,0,0,2,1,1,1,2002,12,1,1,US,0,1,0,2004-07-28,NA,NA,NA,NA,2006-01-04,NA,NA,2002-12-25,2006-01-04,NA,NA,NA,36.36164384,NA,2004-07-28,3,2006-01-04,17.26027397,26.23561644,43.49589041
CN01132443.0,A47D13/02,A47D13/02;B62B7/08,2002.12.25,CN1386460A,2001-09-05,2001.05.18 JP 149795/2001,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,2,1,1,1,2001,7,0,2,JP,0,1,0,2002-01-02,NA,2005-01-26,NA,NA,NA,NA,NA,2002-12-25,NA,2005-01-26,NA,NA,NA,25.08493151,2002-01-02,2,2005-01-26,36.82191781,3.912328767,40.73424658
CN01138173.6,A61K7/42,A61K7/42;A61K7/06;A61K7/025,2002.10.30,CN1376457A,2001-12-20,2000.12.20 DE 10063946.1,NA,NA,NA,0,0,3,0,1,1,0,1,0,0,3,1,1,2,2001,4,0,2,DE,0,1,0,2002-08-07,NA,NA,NA,NA,NA,2005-08-03,NA,2002-10-30,2005-06-03,NA,NA,NA,31.13424658,NA,2002-08-07,3,2005-06-03,33.89589041,7.561643836,41.45753425
CN02122561.3,A61K35/78,A61K35/78;A61P15/08,2002.12.25,CN1386540A,2002-06-04,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2002,1,0,2,34,1,0,0,2003-03-19,NA,NA,2010-02-24,NA,2004-07-28,NA,2014-07-30,2002-12-25,2004-07-28,NA,NA,NA,19.10136986,NA,2003-03-19,3,2004-07-28,16.33972603,9.468493151,25.80821918
CN00813728.5,A61K31/40,A61K31/40;A61K31/4025;A61K31/445;C07D401/06;C07D401/08;C07D401/10;C07D401/12,2002.10.30,CN1377268A,2000-08-14,"1999.08.13 US 60/148,845",PCT/US00/22285 2000.08.14,WO01/12186 英 2001.02.22,2002.04.01,0,0.489795918,7,0,2,1,0,1,0,0,4,1,1,2,2000,63,1,2,US,0,1,0,2002-10-09,2011-11-16,NA,NA,NA,NA,NA,NA,2002-10-30,NA,NA,109.3150685,2011-11-16,NA,NA,2002-10-09,1,2011-11-16,109.3150685,25.84109589,135.1561644
CN01119880.X,A61K35/78,A61K35/78;A61P9/14,2002.01.02,CN1328844A,2001-07-03,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2001,1,0,1,22,1,0,0,2002-01-02,NA,NA,NA,NA,2003-11-05,NA,NA,2002-01-02,2003-11-05,NA,NA,NA,22.09315068,NA,2002-01-02,3,2003-11-05,22.09315068,6.016438356,28.10958904
