app_num,main_IPC,IPC,pub_date,pub_num,app_date,priority,Int_filing,Int_pub,entry_date,initial_app_num,tech_div,IPCcount,SingleIPC,IPCcount_unique,total_applicant,collaboration_applicant,type1_company,type2_university,type3_individual,total_inventers,collaboration_inventer,if_agency,total_agents,app_year,total_claims,paid_claims,patent_status_n,nation_province_code_2,Chinese,priority_d,divisional_app,substantive_review,app_withdraw,reject,recover,decision_made,grant,waive,terminate,pub_date_c,grant_c,reject_c,subrev_withdraw_dur,app_withdraw_c,pub_grant_dur,pub_reject_dur,substantive_review_c,event,event_date,start_end_dur,age_at_subreview,age_at_event
CN00813449.9,A61K31/4439,A61K31/4439;A61P35/00;A61P35/02;A61P35/04;A61P9/00,2002.10.23,CN1376064A,2000-09-26,1999.09.28 DE 19946301.8,PCT/EP00/09390 2000.09.26,WO01/22954 德 2001.04.05,2002.03.27,0,0.32,5,0,2,1,0,1,0,0,9,1,1,1,2000,13,1,2,CH,0,1,0,2002-11-20,NA,NA,NA,NA,2007-02-28,NA,2015-11-11,2002-10-23,2007-02-28,NA,NA,NA,52.24109589,NA,2002-11-20,3,2007-02-28,51.32054795,25.80821918,77.12876712
CN00813187.2,A47F3/04,A47F3/04;A47F3/00,2002.10.23,CN1376039A,2000-09-21,"1999.09.22 US 09/401,084",PCT/US00/25875 2000.09.21,WO01/24666 英 2001.04.12,2002.03.21,0,0,2,0,1,1,0,1,0,0,3,1,1,1,2000,22,1,2,US,0,1,0,2002-10-30,NA,NA,NA,NA,2004-09-22,NA,2014-11-12,2002-10-23,2004-09-22,NA,NA,NA,23.01369863,NA,2002-10-30,3,2004-09-22,22.78356164,25.28219178,48.06575342
CN02107343.0,A61F5/00,A61F5/00;A41B9/02,2002.10.23,CN1375265A,2002-03-15,2001.03.19 JP 078269/01,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,2,1,1,2,2002,5,0,2,JP,0,1,0,2004-03-31,NA,NA,NA,NA,2005-10-12,NA,2010-08-04,2002-10-23,2005-10-12,NA,NA,NA,35.67123288,NA,2004-03-31,3,2005-10-12,18.4109589,24.55890411,42.96986301
CN01111144.5,A61K35/78,A61K35/78;A61K35/58;A61P17/02,2002.10.23,CN1375313A,2001-03-19,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,0,0,2001,3,0,2,44,1,0,0,2001-11-14,NA,NA,NA,NA,2004-06-02,NA,2010-08-04,2002-10-23,2004-06-02,NA,NA,NA,19.33150685,NA,2001-11-14,3,2004-06-02,30.60821918,7.890410959,38.49863014
CN00813274.7,A61K7/48,A61K7/48,2002.10.23,CN1376051A,2000-07-11,1999.07.30 GB 9918025.9,PCT/EP00/06595 2000.07.11,WO01/08650 英 2001.02.08,2002.03.22,0,0,1,1,1,1,0,1,0,0,3,1,1,2,2000,17,1,2,NL,0,1,0,2002-10-02,NA,2010-03-10,NA,NA,NA,NA,NA,2002-10-23,NA,2010-03-10,NA,NA,NA,88.60273973,2002-10-02,2,2010-03-10,89.29315068,26.72876712,116.0219178
CN00813295.X,A61K49/00,A61K49/00;//C07K16/18,2002.10.23,CN1376074A,2000-08-19,1999.09.24 DE 19947559.8,PCT/EP00/08121 2000.08.19,WO01/23005 德 2001.04.05,2002.03.22,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2000,14,1,2,DE,0,1,0,2003-01-15,NA,NA,NA,NA,2006-08-16,NA,2011-04-13,2002-10-23,2006-08-16,NA,NA,NA,45.79726027,NA,2003-01-15,3,2006-08-16,43.03561644,28.89863014,71.93424658
CN00804211.X,A61L15/46,A61L15/46;A61L15/48,2002.10.23,CN1376075A,2000-02-24,"1999.02.26 US 60/121,934;1999.12.28 US 09/472,632",PCT/US00/04695 2000.02.24,WO00/50098 英 2000.08.31,2001.08.23,0,0,2,0,1,1,0,1,0,0,4,1,1,2,2000,52,1,2,US,0,1,0,2002-10-02,2006-02-22,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,40.73424658,2006-02-22,NA,NA,2002-10-02,1,2006-02-22,40.73424658,31.26575342,72
CN01125903.5,A61K7/02,A61K7/02;A61K7/027;A61K7/031;A61K7/032;A61K7/06,2002.10.23,CN1375273A,2001-05-18,2000.05.19 FR 00/06451,NA,NA,NA,0,0,5,0,1,1,0,1,0,0,3,1,1,2,2001,33,1,2,FR,0,1,0,2002-07-31,2004-10-20,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,26.69589041,2004-10-20,NA,NA,2002-07-31,1,2004-10-20,26.69589041,14.43287671,41.12876712
CN02115067.2,A23K1/10,A23K1/10;A23K1/175,2002.10.23,CN1375215A,2002-04-12,NA,NA,NA,NA,0,0,2,0,1,1,0,0,1,0,5,1,1,1,2002,1,0,1,44,1,0,0,2002-07-24,NA,NA,NA,NA,2004-10-06,NA,NA,2002-10-23,2004-10-06,NA,NA,NA,23.4739726,NA,2002-07-24,3,2004-10-06,26.46575342,3.38630137,29.85205479
CN01111597.1,A01H1/02,A01H1/02,2002.10.23,CN1375189A,2001-03-20,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,0,1,0,1,1,2001,8,0,2,33,1,0,0,2001-08-15,NA,NA,NA,NA,2004-09-01,NA,2008-05-21,2002-10-23,2004-09-01,NA,NA,NA,22.32328767,NA,2001-08-15,3,2004-09-01,36.59178082,4.865753425,41.45753425
CN01107894.4,A61K35/78,A61K35/78;A61P3/10,2002.10.23,CN1375302A,2001-03-19,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,5,0,2,37,1,0,0,2004-04-28,NA,NA,NA,NA,2005-07-27,NA,2009-05-20,2002-10-23,2005-07-27,NA,NA,NA,33.13972603,NA,2004-04-28,3,2005-07-27,14.95890411,37.34794521,52.30684932
CN01106565.6,A61K9/14,A61K9/14;A61K9/48;A61K35/78,2002.10.23,CN1375281A,2001-03-21,NA,NA,NA,NA,0,0,3,0,1,1,0,1,0,0,5,1,1,1,2001,6,0,2,42,1,0,0,2001-10-10,2004-07-28,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,33.6,2004-07-28,NA,NA,2001-10-10,1,2004-07-28,33.6,6.673972603,40.2739726
CN01106563.X,A23L1/48,A23L1/48;A23P1/06,2002.10.23,CN1375234A,2001-03-21,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,5,1,1,1,2001,6,0,2,42,1,0,0,2001-10-10,2005-08-10,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,46.02739726,2005-08-10,NA,NA,2001-10-10,1,2005-08-10,46.02739726,6.673972603,52.70136986
CN02100879.5,A61K35/78,A61K35/78;A61P9/10,2002.10.23,CN1375316A,2002-02-07,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,6,1,1,1,2002,5,0,1,12,1,0,0,2004-02-25,NA,NA,NA,NA,2006-04-05,NA,NA,2002-10-23,2006-04-05,NA,NA,NA,41.42465753,NA,2004-02-25,3,2006-04-05,25.31506849,24.59178082,49.90684932
CN01111589.0,A61K7/48,A61K7/48;C12N15/11;C07H21/04,2002.10.23,CN1375277A,2001-03-20,NA,NA,NA,NA,0,0.666666667,3,0,3,2,1,1,0,0,2,1,0,0,2001,4,0,2,50,1,0,0,2004-06-16,2005-10-05,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,15.64931507,2005-10-05,NA,NA,2004-06-16,1,2005-10-05,15.64931507,38.9260274,54.57534247
CN02109353.9,A61K48/00,A61K48/00,2002.10.23,CN1375334A,2002-03-25,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,0,3,1,1,1,2002,2,0,2,22,1,0,0,2005-06-01,2006-09-20,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,15.64931507,2006-09-20,NA,NA,2005-06-01,1,2006-09-20,15.64931507,38.26849315,53.91780822
CN02109381.4,A23L1/24,A23L1/24;A23L1/20;A23L1/214,2002.10.23,CN1375228A,2002-04-02,NA,NA,NA,NA,0,0,3,0,1,1,0,0,0,1,1,0,1,1,2002,2,0,2,21,1,0,0,2002-07-24,NA,NA,NA,NA,2004-12-15,NA,2007-05-30,2002-10-23,2004-12-15,NA,NA,NA,25.77534247,NA,2002-07-24,3,2004-12-15,28.76712329,3.715068493,32.48219178
CN01129884.7,A23C11/10,A23C11/10;A23L1/304,2002.05.22,CN1349749A,2001-11-08,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,9,0,2,44,1,0,0,2002-03-20,NA,NA,NA,NA,2004-10-06,NA,2015-12-23,2002-05-22,2004-10-06,NA,NA,NA,28.5369863,NA,2002-03-20,3,2004-10-06,30.60821918,4.339726027,34.94794521
CN01128200.2,A61K35/78,A61K35/78;A61K9/06;A61P17/02;A61P17/12;A61P35/00;A61P43/00,2002.07.17,CN1358523A,2001-09-23,NA,NA,NA,NA,0,0.444444444,6,0,2,1,0,0,0,1,1,0,1,1,2001,2,0,2,23,1,0,0,2002-07-03,NA,NA,NA,NA,2004-07-14,NA,2009-11-18,2002-07-17,2004-07-14,NA,NA,NA,23.93424658,NA,2002-07-03,3,2004-07-14,24.39452055,9.304109589,33.69863014
CN00806088.6,A61K39/395,"A61K39/395;//(A61K39/395,31:335)",2002.05.22,CN1350464A,2000-04-07,"1999.04.09 US 60/128,564",PCT/US00/09247 2000.04.07,WO00/61185 英 2000.10.19,2001.10.09,0,0,1,1,1,2,1,1,0,1,2,1,1,1,2000,17,1,1,FR,0,1,0,2002-06-05,NA,NA,NA,NA,2005-03-09,NA,NA,2002-05-22,2005-03-09,NA,NA,NA,33.6,NA,2002-06-05,3,2005-03-09,33.13972603,25.93972603,59.07945205
CN01130354.9,A61F13/511,A61F13/511,2002.05.22,CN1349786A,2001-08-31,2000.09.01 JP 265467/2000,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2001,19,1,2,JP,0,1,0,2003-09-10,NA,NA,NA,NA,2005-07-06,NA,2014-10-22,2002-05-22,2005-07-06,NA,NA,NA,37.51232877,NA,2003-09-10,3,2005-07-06,21.8630137,24.32876712,46.19178082
CN00807523.9,A61K31/505,A61K31/505;A61K47/40;A61K9/10;A61P25/00;A61P25/06;A61P25/08,2002.05.22,CN1350456A,2000-03-06,1999.03.18 GB 9906126.9,PCT/EP00/01940 2000.03.06,WO00/56336 英 2000.09.28,2001.11.13,0,0.5,6,0,2,1,0,1,0,0,4,1,1,1,2000,18,1,2,DE,0,1,0,2002-05-08,2004-08-25,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,27.61643836,2004-08-25,NA,NA,2002-05-08,1,2004-08-25,27.61643836,26.07123288,53.68767123
CN01145488.1,A01G23/00,A01G23/00;A01H7/00,2002.07.17,CN1358415A,2001-10-11,2000.10.11 JP 310811/2000,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,0,2,1,1,1,2001,15,1,2,JP,0,1,0,2003-12-17,NA,2006-02-08,NA,NA,NA,NA,NA,2002-07-17,NA,2006-02-08,NA,NA,NA,42.80547945,2003-12-17,2,2006-02-08,25.77534247,26.20273973,51.97808219
CN00805326.X,A61K31/40,A61K31/40;A61P5/00,2002.07.17,CN1359293A,2000-03-21,1999.03.23 GB 9906715.9,PCT/IB00/00393 2000.03.21,WO00/56297 英 2000.09.28,2001.09.21,0,0.5,2,0,2,1,0,1,0,0,1,0,1,1,2000,10,0,2,NL,0,1,0,2002-06-26,NA,2009-02-11,NA,NA,NA,NA,NA,2002-07-17,NA,2009-02-11,NA,NA,NA,78.9369863,2002-06-26,2,2009-02-11,79.62739726,27.1890411,106.8164384
CN00809799.2,A61K7/06,A61K7/06,2002.07.17,CN1359284A,2000-05-15,1999.06.30 GB 9915319.9,PCT/EP00/04434 2000.05.15,WO01/01934 英 2001.01.11,2001.12.29,0,0,1,1,1,1,0,1,0,0,2,1,1,2,2000,5,0,1,NL,0,1,0,2002-06-26,NA,NA,NA,NA,2005-01-05,NA,NA,2002-07-17,2005-01-05,NA,NA,NA,29.68767123,NA,2002-06-26,3,2005-01-05,30.37808219,25.38082192,55.75890411
CN00809730.5,A61F2/06,A61F2/06,2002.07.17,CN1359279A,2000-06-28,1999.06.29 SE 9902455－6,PCT/SE00/01369 2000.06.28,WO01/00111 英 2001.01.04,2001.12.28,0,0,1,1,1,2,1,0,0,1,2,1,1,1,2000,10,0,2,SE,0,1,0,2002-06-26,2004-12-29,NA,NA,NA,NA,NA,NA,2002-07-17,NA,NA,30.14794521,2004-12-29,NA,NA,2002-06-26,1,2004-12-29,30.14794521,23.93424658,54.08219178
CN01143845.2,A01N25/12,A01N25/12;A01N47/44,2002.07.17,CN1358429A,2001-12-12,2000.12.12 JP 2000－377299,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,3,1,1,1,2001,5,0,1,JP,0,1,0,2003-12-17,NA,NA,NA,NA,2009-04-22,NA,NA,2002-07-17,2009-04-22,NA,NA,NA,81.23835616,NA,2003-12-17,3,2009-04-22,64.20821918,24.16438356,88.37260274
CN00809664.3,A23C19/076,A23C19/076;A23C19/16,2002.07.17,CN1359265A,2000-06-13,1999.06.14 HU P9901957;1999.11.08 HU P9904085,PCT/HU00/00055 2000.06.13,WO00/76325 英 2000.12.21,2001.12.28,0,0,2,0,1,1,0,1,0,0,1,0,1,1,2000,3,0,2,HU,0,1,0,2002-08-07,NA,NA,NA,NA,2005-03-09,NA,2007-08-15,2002-07-17,2005-03-09,NA,NA,NA,31.75890411,NA,2002-08-07,3,2005-03-09,31.06849315,25.80821918,56.87671233
CN00809701.1,A41F9/02,A41F9/02;A61F13/15,2002.07.17,CN1359268A,2000-06-26,"1999.06.30 US 09/346,399",PCT/US00/17522 2000.06.26,WO01/00053 英 2001.01.04,2001.12.28,0,0.5,2,0,2,1,0,1,0,0,1,0,1,2,2000,42,1,2,US,0,1,0,2002-06-26,NA,NA,NA,NA,2005-04-13,NA,2008-08-27,2002-07-17,2005-04-13,NA,NA,NA,32.90958904,NA,2002-06-26,3,2005-04-13,33.6,24,57.6
CN99816629.4,A46B9/04,A46B9/04,2002.07.17,CN1359273A,1999-05-06,1999.03.17 GB 9906183.0,PCT/GB99/01410 1999.05.06,WO00/54625 英 2000.09.21,2001.11.08,0,0,1,1,1,1,0,1,0,0,1,0,1,2,1999,10,0,2,GB,0,1,0,2002-06-26,NA,NA,NA,NA,NA,2004-05-19,NA,2002-07-17,2004-03-19,NA,NA,NA,20.08767123,NA,2002-06-26,3,2004-03-19,20.77808219,37.70958904,58.48767123
CN00808183.2,A61K38/13,A61K38/13;A61K9/48,2002.06.12,CN1353613A,2000-05-26,1999.05.28 GB 9912476.0,PCT/EP00/04829 2000.05.26,WO00/72867 英 2000.12.07,2001.11.28,0,0,2,0,1,1,0,1,0,0,4,1,1,1,2000,14,1,2,CH,0,1,0,2002-08-07,NA,2010-03-10,NA,NA,NA,NA,NA,2002-06-12,NA,2010-03-10,NA,NA,NA,92.97534247,2002-08-07,2,2010-03-10,91.13424658,26.4,117.5342466
CN00807386.4,A23G9/02,A23G9/02,2002.05.22,CN1350430A,2000-03-02,1999.03.10 GB 9905524.6;1999.07.23 EP 99305842.9,PCT/EP00/01756 2000.03.02,WO00/53025 英 2000.09.14,2001.11.09,0,0,1,1,1,1,0,1,0,0,3,1,1,2,2000,15,1,1,NL,0,1,0,2002-05-08,NA,NA,NA,NA,2004-03-24,NA,NA,2002-05-22,2004-03-24,NA,NA,NA,22.09315068,NA,2002-05-08,3,2004-03-24,22.55342466,26.20273973,48.75616438
CN00807562.X,A61K31/715,A61K31/715;C08B37/00;A61P25/28,2002.05.22,CN1350459A,2000-05-12,1999.05.14 IT MI99A001066,PCT/EP00/04311 2000.05.12,WO00/69444 英 2000.11.23,2001.11.14,0,0.666666667,3,0,3,1,0,0,0,1,7,1,1,1,2000,11,1,2,IT,0,1,0,2002-06-26,NA,NA,NA,NA,2004-12-08,NA,2011-07-20,2002-05-22,2004-12-08,NA,NA,NA,30.60821918,NA,2002-06-26,3,2004-12-08,29.45753425,25.47945205,54.9369863
CN01137509.4,A61F9/06,A61F9/06,2002.05.22,CN1349784A,2001-10-25,2000.10.25 KR 0062766/2000,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,1,0,2,KR,0,1,0,2004-01-07,NA,NA,NA,NA,2005-05-11,NA,2009-12-23,2002-05-22,2005-05-11,NA,NA,NA,35.67123288,NA,2004-01-07,3,2005-05-11,16.10958904,26.43287671,42.54246575
CN00807339.2,A61L15/18,A61L15/18;A61L15/42,2002.05.22,CN1350468A,2000-05-08,1999.05.12 ZA 99/3273;1999.09.23 ZA 99/6118,PCT/IB00/00592 2000.05.08,WO00/69480 英 2000.11.23,2001.11.09,0,0,2,0,1,1,0,1,0,0,1,0,1,2,2000,13,1,2,ZA,0,1,0,2002-07-03,NA,NA,NA,NA,2006-03-29,NA,2013-07-03,2002-05-22,2006-03-29,NA,NA,NA,46.25753425,NA,2002-07-03,3,2006-03-29,44.87671233,25.84109589,70.71780822
CN00807365.1,A61M5/00,A61M5/00;A61M16/00,2002.05.22,CN1350469A,2000-05-08,1999.05.10 SE 9901688－3,PCT/SE00/00910 2000.05.08,WO00/67820 英 2000.11.16,2001.11.09,0,0,2,0,1,1,0,1,0,0,1,0,1,1,2000,31,1,2,SE,0,1,0,2002-05-08,NA,NA,NA,NA,2005-03-09,NA,2007-07-11,2002-05-22,2005-03-09,NA,NA,NA,33.6,NA,2002-05-08,3,2005-03-09,34.06027397,24,58.06027397
CN00136574.6,A61K35/78,A61K35/78;A61P31/10,2002.07.17,CN1358521A,2000-12-21,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,1,0,2,41,1,0,0,2004-02-04,NA,NA,NA,NA,2005-06-22,NA,2008-02-20,2002-07-17,2005-06-22,NA,NA,NA,35.2109589,NA,2004-02-04,3,2005-06-22,16.56986301,37.47945205,54.04931507
CN01137355.5,A61K35/78,A61K35/78;A61K9/06;A61P35/00,2002.07.17,CN1358535A,2001-12-07,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2001,3,0,2,44,1,0,0,2002-06-12,NA,NA,NA,NA,2004-07-07,NA,2009-02-04,2002-07-17,2004-07-07,NA,NA,NA,23.70410959,NA,2002-06-12,3,2004-07-07,24.85479452,6.147945205,31.00273973
CN00134079.4,A61K35/78,A61K35/78;A61P25/04,2002.07.17,CN1358505A,2000-12-12,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,1,0,2,12,1,0,0,2001-08-29,NA,NA,NA,NA,2004-06-09,NA,2011-03-09,2002-07-17,2004-06-09,NA,NA,NA,22.78356164,NA,2001-08-29,3,2004-06-09,33.36986301,8.547945205,41.91780822
CN00134080.8,A61K35/78,A61K35/78;A61P17/10;A61P17/16;A61P1/10,2002.07.17,CN1358506A,2000-12-12,NA,NA,NA,NA,0,0.375,4,0,2,1,0,0,0,1,1,0,0,0,2000,1,0,2,12,1,0,0,2001-08-29,2004-10-06,NA,NA,NA,NA,NA,NA,2002-07-17,NA,NA,37.28219178,2004-10-06,NA,NA,2001-08-29,1,2004-10-06,37.28219178,8.547945205,45.83013699
CN00134084.0,A61K35/78,A61K35/78;A61P1/16,2002.07.17,CN1358510A,2000-12-12,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,4,0,2,12,1,0,0,2001-08-29,NA,NA,NA,NA,2004-07-28,NA,2008-02-06,2002-07-17,2004-07-28,NA,NA,NA,24.39452055,NA,2001-08-29,3,2004-07-28,34.98082192,8.547945205,43.52876712
CN00120605.2,A23K1/175,A23K1/175;A61K35/78,2002.07.17,CN1358446A,2000-12-18,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,1,0,2,50,1,0,0,2004-02-25,NA,NA,NA,NA,2005-06-15,NA,2007-02-14,2002-07-17,2005-06-15,NA,NA,NA,34.98082192,NA,2004-02-25,3,2005-06-15,15.64931507,38.26849315,53.91780822
CN01139716.0,A61N7/02,A61N7/02;G06F19/00;//159:00,2002.07.17,CN1358549A,2001-11-28,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,4,1,1,1,2001,8,0,1,11,1,0,0,2002-05-01,NA,NA,NA,NA,2004-08-04,NA,NA,2002-07-17,2004-08-04,NA,NA,NA,24.62465753,NA,2002-05-01,3,2004-08-04,27.15616438,5.063013699,32.21917808
CN00120594.3,A23L2/04,A23L2/04;A23L2/52,2002.06.12,CN1352900A,2000-11-15,NA,NA,NA,NA,0,0,2,0,1,3,1,0,0,1,3,1,1,1,2000,3,0,2,53,1,0,0,2001-05-09,NA,2005-03-09,NA,NA,NA,NA,NA,2002-06-12,NA,2005-03-09,NA,NA,NA,32.90958904,2001-05-09,2,2005-03-09,46.02739726,5.753424658,51.78082192
CN01134001.0,A23L1/228,A23L1/228,2002.06.12,CN1352895A,2001-10-08,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,2,1,1,2,2001,5,0,2,32,1,0,0,2002-06-19,NA,NA,NA,NA,2006-01-25,NA,2009-12-09,2002-06-12,2006-01-25,NA,NA,NA,43.49589041,NA,2002-06-19,3,2006-01-25,43.26575342,8.350684932,51.61643836
CN01129143.5,A61K35/78,A61K35/78;A61P29/00;A61P19/08;A61P11/10,2002.06.12,CN1352979A,2001-12-05,NA,NA,NA,NA,0,0.375,4,0,2,1,0,0,0,1,1,0,0,0,2001,2,0,2,51,1,0,0,2002-04-03,2005-01-26,NA,NA,NA,NA,NA,NA,2002-06-12,NA,NA,33.83013699,2005-01-26,NA,NA,2002-04-03,1,2005-01-26,33.83013699,3.912328767,37.74246575
CN01138726.2,A61K35/78,A61K35/78;A61P35/00,2002.06.12,CN1352986A,2001-11-25,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2001,2,0,2,22,1,0,0,2002-09-18,2004-10-20,NA,NA,NA,NA,NA,NA,2002-06-12,NA,NA,25.08493151,2004-10-20,NA,NA,2002-09-18,1,2004-10-20,25.08493151,9.764383562,34.84931507
CN01129107.9,A61K7/50,A61K7/50,2002.06.12,CN1352936A,2001-11-23,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,2,0,2,51,1,0,0,2002-07-03,2005-01-26,NA,NA,NA,NA,NA,NA,2002-06-12,NA,NA,30.83835616,2005-01-26,NA,NA,2002-07-03,1,2005-01-26,30.83835616,7.298630137,38.1369863
CN00126674.8,A23F3/14,A23F3/14;A61K35/78,2002.06.12,CN1352883A,2000-11-12,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,2,0,2,43,1,0,0,2004-01-07,NA,NA,NA,NA,2005-05-04,NA,2008-01-09,2002-06-12,2005-05-04,NA,NA,NA,34.75068493,NA,2004-01-07,3,2005-05-04,15.87945205,37.84109589,53.72054795
CN00119099.7,A61B17/225,A61B17/225,2002.06.12,CN1352920A,2000-11-06,NA,NA,NA,NA,0,0,1,1,1,2,1,0,0,1,2,1,1,1,2000,8,0,1,32,1,0,0,2001-07-18,NA,NA,NA,NA,2003-12-17,NA,NA,2002-06-12,2003-12-17,NA,NA,NA,18.18082192,NA,2001-07-18,3,2003-12-17,28.99726027,8.350684932,37.34794521
CN00127116.4,A61K35/78,A61K35/78;A61K9/12;A61P11/04,2002.06.12,CN1352956A,2000-11-02,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,1,0,1,0,0,0,2000,1,0,2,31,1,0,0,2001-04-04,NA,NA,NA,NA,2004-06-02,NA,2008-01-02,2002-06-12,2004-06-02,NA,NA,NA,23.70410959,NA,2001-04-04,3,2004-06-02,37.97260274,5.030136986,43.00273973
CN00129323.0,A61K35/78,A61K35/78;A61P19/08,2002.06.12,CN1352957A,2000-11-14,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,4,1,1,1,2000,3,0,2,37,1,0,0,2003-12-03,NA,NA,NA,NA,2004-11-17,NA,2007-01-10,2002-06-12,2004-11-17,NA,NA,NA,29.22739726,NA,2003-12-03,3,2004-11-17,11.50684932,36.62465753,48.13150685
CN00130239.6,A61K35/78,A61K35/78;A61P25/28,2002.06.12,CN1352958A,2000-11-02,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,1,0,2,11,1,0,0,2001-04-11,NA,NA,NA,NA,2004-07-07,NA,2007-01-03,2002-06-12,2004-07-07,NA,NA,NA,24.85479452,NA,2001-04-11,3,2004-07-07,38.89315068,5.260273973,44.15342466
CN00130393.7,A61K35/78,A61K35/78;A61P1/04,2002.06.12,CN1352962A,2000-11-03,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,5,0,2,11,1,0,0,2003-12-17,2005-07-13,NA,NA,NA,NA,NA,NA,2002-06-12,NA,NA,18.87123288,2005-07-13,NA,NA,2003-12-17,1,2005-07-13,18.87123288,37.44657534,56.31780822
CN00123104.9,A61K35/78,A61K35/78;A61K9/06;A61P21/00,2002.05.22,CN1349800A,2000-10-19,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,0,0,2000,2,0,2,21,1,0,0,2003-12-17,NA,2006-01-25,NA,NA,NA,NA,NA,2002-05-22,NA,2006-01-25,NA,NA,NA,44.18630137,2003-12-17,2,2006-01-25,25.31506849,37.93972603,63.25479452
CN00123114.6,A61K35/78,A61K35/78;A61P3/10;A61P15/08,2002.05.22,CN1349801A,2000-10-20,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2000,2,0,2,22,1,0,0,2003-06-25,NA,NA,NA,NA,2005-01-19,NA,2008-12-17,2002-05-22,2005-01-19,NA,NA,NA,31.9890411,NA,2003-06-25,3,2005-01-19,18.87123288,32.15342466,51.02465753
CN01134353.2,A61K35/78,A61K35/78;A61K9/06;A61P11/04,2002.05.22,CN1349821A,2001-11-01,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2001,2,0,2,14,1,0,0,2002-03-20,NA,NA,NA,NA,2004-01-07,NA,2008-12-31,2002-05-22,2004-01-07,NA,NA,NA,19.56164384,NA,2002-03-20,3,2004-01-07,21.63287671,4.569863014,26.20273973
CN01127460.3,A23F3/06,A23F3/06,2002.05.22,CN1349750A,2001-10-08,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,6,0,2,37,1,0,0,2002-03-20,2004-07-28,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,28.30684932,2004-07-28,NA,NA,2002-03-20,1,2004-07-28,28.30684932,5.35890411,33.66575342
CN01129087.0,A01N53/08,A01N53/08,2002.05.22,CN1349737A,2001-11-21,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,0,4,1,0,0,2001,2,0,2,51,1,0,0,2002-03-20,2004-12-15,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,32.90958904,2004-12-15,NA,NA,2002-03-20,1,2004-12-15,32.90958904,3.912328767,36.82191781
CN01136522.6,A61K35/56,A61K35/56;A61K7/48;A23L1/30;A61P17/06,2002.05.01,CN1346639A,2001-10-15,NA,NA,NA,NA,0,0.625,4,0,3,1,0,0,0,1,1,0,0,0,2001,3,0,2,21,1,0,0,2002-02-27,2004-07-14,NA,NA,NA,NA,NA,NA,2002-05-01,NA,NA,28.5369863,2004-07-14,NA,NA,2002-02-27,1,2004-07-14,28.5369863,4.438356164,32.97534247
